dealer,code,BuySell
摩根大通,3217,37
統一,3217,-65
元富-板橋,3217,29
凱基-城中,3217,-60
華南永昌-楠梓,3217,27
凱基-台北,3217,-36
華南永昌-林口,3217,25
元富-台中,3217,-20
大昌,3217,16
元富-城中,3217,-19
富邦-鳳山,3217,14
國票證券,3217,-19
華南永昌-斗六,3217,10
凱基-竹東,3217,-18
元大-中和,3217,10
永豐金-板橋,3217,-16
國泰-桃園,3217,9
合庫-桃園,3217,-13
群益金鼎-敦南,3217,9
土銀-新竹,3217,-13
高橋-內壢,3217,7
新加坡商瑞銀,3217,-12
元大-土城永寧,3217,7
元大-承德,3217,-11
中國信託-嘉義,3217,6
凱基-台東,3217,-11
新光-台南,3217,6
元大-太平,3217,-11
台灣摩根士丹利,3218,87
元大證券,3218,-111
花旗環球,3218,65
華南永昌,3218,-102
美商高盛,3218,26
凱基-台北,3218,-57
港商法國興業,3218,21
港商麥格理,3218,-53
(牛牛牛)亞證券,3218,20
香港上海匯豐,3218,-30
台新證券,3218,18
凱基,3218,-26
元大-南京,3218,12
新光-桃園,3218,-24
元富-永和,3218,10
港商野村,3218,-18
兆豐-彰化,3218,10
統一,3218,-13
元大-台北,3218,10
兆豐-松德,3218,-13
國票-中正,3218,9
亞東-新竹,3218,-10
永豐金證券,3218,9
元大-土城永寧,3218,-10
元大-內湖,3218,6
台灣匯立證券,3218,-9
元大-板橋,3218,6
凱基-新店,3218,-9
富邦-仁愛,3218,5
美林,3218,-8
群益金鼎-忠孝,3219,4
台中銀-台北,3219,-3
凱基-台北,3219,2
元大-員林,3219,-3
群益金鼎,3219,2
元大-沙鹿,3219,-2
群益金鼎-大甲,3219,1
元大-鶯歌,3219,-1
第一金-光復,3219,1
中國信託-中壢,3219,-1
凱基-三多,3219,1
美好-楊梅,3219,-1
元大-板橋,3219,1
新加坡商瑞銀,3219,-1
元大-復北,3219,0
元大-台南,3219,0
福邦證券,3221,40
國泰-台中,3221,-59
永全證券,3221,38
元大-南海,3221,-36
致和-府前,3221,30
凱基-中港,3221,-32
永豐金-板盛,3221,30
摩根大通,3221,-25
第一金-自由,3221,19
台新-三民,3221,-21
新光-台中,3221,13
美商高盛,3221,-19
元大-大雅,3221,12
元大-嘉義,3221,-19
永豐金-豐原,3221,11
群益金鼎-嘉義,3221,-14
兆豐-板橋,3221,10
新加坡商瑞銀,3221,-12
富邦-中港,3221,10
宏遠-民生,3221,-10
富邦-鳳山,3221,10
合庫-彰化,3221,-10
元大-成功,3221,10
合庫-台中,3221,-10
元大-善化,3221,9
美好-富順,3221,-10
永興-台中,3221,8
致和-金華,3221,-10
永豐金-板新,3221,8
群益金鼎-中壢,3221,-10
國票-長城,3224,770
永豐金-板橋,3224,-716
元大-南海,3224,107
凱基-台北,3224,-54
大昌-新店,3224,25
統一-城中,3224,-20
元大-華山,3224,24
美商高盛,3224,-16
元富-安南,3224,18
合庫-自強,3224,-15
新加坡商瑞銀,3224,11
國泰-敦南,3224,-14
大昌,3224,11
玉山證券,3224,-13
兆豐-大安,3224,10
元大-大天母,3224,-13
凱基,3224,10
國票-安和,3224,-12
元大-善化,3224,9
玉山-城中,3224,-11
統一-金門,3224,8
群益金鼎-三民,3224,-11
合庫-高雄,3224,7
元大-松山,3224,-11
兆豐-三民,3224,7
元大-館前,3224,-10
新光,3224,6
合庫-桃園,3224,-10
統一-敦南,3224,6
美好,3224,-10
永豐金-台南,3226,6
富邦-南京,3226,-2
元大-東蘆,3226,0
永豐金-新店,3226,-1
元大-復北,3226,0
元大-敦化,3226,-1
富邦-台中,3226,0
元富-台南,3226,-1
第一金-高雄,3226,0
第一金-台南,3226,-1
新加坡商瑞銀,3227,28
摩根大通,3227,-28
凱基-台北,3227,16
元大-三重,3227,-20
美商高盛,3227,13
光和-高雄,3227,-15
富邦-雙和,3227,10
富邦-東門,3227,-11
群益金鼎-鳳山,3227,10
元富-新竹,3227,-10
土銀,3227,8
富邦-新板,3227,-10
群益金鼎-新竹,3227,8
亞東,3227,-9
臺銀-新竹,3227,7
統一-桃園,3227,-7
第一金-桃園,3227,7
元大-小港,3227,-7
凱基-大里,3227,7
統一-中壢,3227,-6
富邦證券,3227,6
台灣摩根士丹利,3227,-4
富邦-桃園,3227,6
大昌-樹林,3227,-4
中國信託-新竹,3227,5
國票-南京,3227,-4
元大-北屯,3227,5
(牛牛牛)亞證券,3227,-3
永豐金證券,3227,4
元大-發財,3227,-3
兆豐-板橋,3228,41
凱基-台北,3228,-77
凱基-市政,3228,16
美商高盛,3228,-34
國泰-台中,3228,15
國泰證券,3228,-25
統一,3228,13
美林,3228,-22
元大-新竹,3228,7
港商野村,3228,-12
凱基-竹北,3228,6
宏遠-館前,3228,-11
富邦-員林,3228,6
國票-北投,3228,-10
國泰-敦南,3228,5
元大-信義,3228,-9
元大-新竹經國,3228,5
新加坡商瑞銀,3228,-6
臺銀-鳳山,3228,5
永興-水湳,3228,-5
合庫-自強,3228,5
統一-新竹,3228,-5
元富-敦南,3228,5
國泰-台南,3228,-5
富邦-桃園,3228,5
群益金鼎-丹鳳,3228,-5
永豐金-中正,3228,5
永豐金-新店,3228,-5
台新-台中,3228,5
富邦-斗六,3228,-4
台灣企銀-竹北,3230,37
元富-虎尾,3230,-54
元大-鑫永和,3230,20
德信-新營,3230,-15
元大-花蓮,3230,11
台新-新莊,3230,-15
中國信託,3230,10
富邦-新店,3230,-11
永豐金-彰化,3230,8
元富-佳里,3230,-5
華南永昌-朴子,3230,6
元大-台中中港,3230,-5
華南永昌-頭份,3230,4
永豐金-松山,3230,-5
國泰證券,3230,3
元大-發財,3230,-4
國泰-台南,3230,3
凱基-台北,3230,-3
統一-新竹,3230,2
新加坡商瑞銀,3230,-2
統一-台南,3230,2
台新-高雄,3230,-2
宏遠證券,3230,2
群益金鼎-宜蘭,3230,-2
第一金-台南,3230,2
元大-新竹經國,3230,-2
兆豐-新竹,3230,2
永興-台中,3230,-1
玉山-台南,3230,2
兆豐-台中,3230,-1
華南永昌-台中,3232,29
永豐金-新莊,3232,-61
富邦-板橋,3232,20
大昌,3232,-55
永豐金-南京,3232,13
元大-發財,3232,-32
大昌-桃園,3232,10
永豐金-萬盛,3232,-26
兆豐-新竹,3232,10
凱基-台北,3232,-24
聯邦-富強,3232,10
中國信託-松江,3232,-19
國泰-敦南,3232,9
永豐金-忠孝,3232,-17
永豐金-復興,3232,8
元富-新店,3232,-13
元富-高雄,3232,7
台新-松江,3232,-10
中國信託-三重,3232,7
第一金-新竹,3232,-8
富邦-桃園,3232,6
國票-南崁,3232,-8
兆豐-埔墘,3232,6
群益金鼎-內湖,3232,-8
兆豐-桃鶯,3232,6
台新證券,3232,-5
台新-新營,3232,6
群益金鼎-新莊,3232,-5
凱基-林口,3232,6
臺銀-臺南,3232,-4
元大-鹿港,3234,98
元大-館前,3234,-36
福邦證券,3234,80
凱基-台北,3234,-32
統一-敦南,3234,48
富邦-仁愛,3234,-18
玉山-城中,3234,14
美商高盛,3234,-16
兆豐-新莊,3234,10
新加坡商瑞銀,3234,-16
華南永昌-內壢,3234,10
玉山-雙和,3234,-16
元大-小港,3234,10
摩根大通,3234,-11
美好-高雄,3234,8
凱基-長庚,3234,-11
宏遠-高雄,3234,6
元大-內湖,3234,-11
兆豐-大同,3234,5
玉山-士林,3234,-10
元富-同大,3234,4
群益金鼎-新竹,3234,-10
大昌,3234,3
華南永昌-小港,3234,-10
台新-建北,3234,3
港商野村,3234,-8
元大-南京,3234,3
光和,3234,-8
元大-苑裡,3234,3
華南永昌-長虹,3234,-8
富邦-和美,3236,143
摩根大通,3236,-69
元大-善化,3236,85
新百王,3236,-42
凱基-台北,3236,57
元大-崇德,3236,-35
台新證券,3236,25
群益金鼎-宜蘭,3236,-26
新加坡商瑞銀,3236,22
凱基-內埔,3236,-25
華南永昌-南京,3236,22
凱基-湖口,3236,-20
美商高盛,3236,19
國票證券,3236,-19
統一-三重,3236,19
亞東-台中,3236,-15
國泰-館前,3236,19
群益金鼎-丹鳳,3236,-14
凱基-長庚,3236,13
致和-崇德,3236,-13
凱基-永華,3236,12
康和-延平,3236,-13
玉山-高雄,3236,11
永豐金-板新,3236,-13
日茂,3236,10
永豐金-中正,3236,-13
兆豐-公益,3236,10
富邦-三重,3236,-12
群益金鼎-潭子,3236,10
元大-楊梅,3236,-12
凱基-台北,3252,28
富邦-新板,3252,-33
國泰-敦南,3252,20
臺銀-臺南,3252,-19
元大-路竹,3252,15
美林,3252,-17
兆豐-南京,3252,14
元富-嘉義,3252,-15
台新-台中,3252,14
統一-員林,3252,-14
元大-東蘆,3252,10
光和-花壇,3252,-9
群益金鼎-中山,3252,7
兆豐-虎尾,3252,-9
富邦-彰化,3252,7
美商高盛,3252,-6
群益金鼎-內湖,3252,6
富邦-建國,3252,-6
美好-台中,3252,5
台灣企銀-北高雄,3252,-5
永豐金-台中,3252,5
亞東-板橋,3252,-5
臺銀-鳳山,3252,4
富邦-竹東,3252,-5
元富-基隆,3252,3
元大-基隆孝二,3252,-5
康和-板橋,3252,3
宏遠-光隆,3252,-4
元大-館前,3252,3
台新證券,3252,-4
康和-永和,3259,19
宏遠-館前,3259,-7
元富-大裕,3259,10
福邦證券,3259,-5
台新-建北,3259,4
國票-敦北法人,3259,-5
兆豐-板橋,3259,3
永豐金-北高雄,3259,-5
宏遠-台南,3259,2
新光,3259,-3
元大-莒光,3259,2
富邦-板橋,3259,-3
元大-竹山,3259,2
國票-和平,3259,-2
凱基-桃園,3259,1
國泰證券,3259,-2
華南永昌,3259,1
元富-新竹,3259,-2
永豐金-中正,3259,1
富邦-彰化,3259,-2
新加坡商瑞銀,3259,0
元大-信義,3259,-2
國泰-敦南,3259,0
兆豐-新莊,3259,-1
新加坡商瑞銀,3260,172
元大證券,3260,-497
元大-忠孝鼎富,3260,100
摩根大通,3260,-267
兆豐-鹿港,3260,79
美林,3260,-182
富邦-南京,3260,46
台灣摩根士丹利,3260,-118
元大-大灣,3260,33
凱基,3260,-96
德信-新營,3260,27
富邦-基隆,3260,-49
永豐金-中正,3260,27
凱基-台北,3260,-44
富邦-陽明,3260,25
國票-安和,3260,-40
美商高盛,3260,23
台新證券,3260,-16
統一,3260,23
華南永昌-世貿,3260,-15
元大-土城永寧,3260,21
港商野村,3260,-15
玉山-城中,3260,21
台灣企銀-太平,3260,-15
台灣企銀-建成,3260,20
元富,3260,-15
元大-民雄,3260,20
中國信託-永康,3260,-14
元富-成功,3260,20
元大-南崁,3260,-13
美林,3264,567
港商麥格理,3264,-557
台新證券,3264,283
宏遠證券,3264,-398
合庫證券,3264,179
凱基,3264,-260
元大-向上,3264,153
凱基-台北,3264,-215
群益金鼎-天母,3264,80
國泰-台中,3264,-198
新光,3264,69
新加坡商瑞銀,3264,-189
富邦-中港,3264,56
永豐金證券,3264,-170
摩根大通,3264,40
兆豐-北高雄,3264,-149
兆豐-桃園,3264,32
台灣摩根士丹利,3264,-95
兆豐-寶成,3264,31
康和,3264,-84
永豐金-天母,3264,30
元大證券,3264,-70
永豐金-中盛,3264,29
群益金鼎,3264,-57
富邦-三峽,3264,28
兆豐-南門,3264,-50
華南永昌-古亭,3264,27
永豐金-中正,3264,-36
富邦-陽明,3264,26
美好-楊梅,3264,-31
元大-北三重,3265,36
台灣摩根士丹利,3265,-99
玉山-新莊,3265,23
康和-板橋,3265,-45
臺銀-高雄,3265,21
凱基-台北,3265,-32
台灣企銀-台南,3265,19
美林,3265,-28
群益金鼎-古亭,3265,16
華南永昌-中正,3265,-26
台新-建北,3265,15
美商高盛,3265,-25
德信-新營,3265,12
元大-忠孝,3265,-22
永豐金-中盛,3265,11
凱基-五股,3265,-21
元大-敦化,3265,10
元大-大統,3265,-19
元大-員林,3265,9
元富-信義,3265,-15
新加坡商瑞銀,3265,6
兆豐-三重,3265,-15
美好-富順,3265,6
台新-松江,3265,-15
凱基-中港,3265,6
國票-博愛,3265,-11
國泰-敦南,3265,5
國票-南京,3265,-10
元大-林森,3265,5
富邦-台南,3265,-10
華南永昌-林口,3268,7
統一-土城,3268,-20
台新-高雄,3268,6
元大-清水,3268,-8
群益金鼎-大安,3268,5
凱基-湖口,3268,-6
國泰-新莊,3268,4
致和-崇德,3268,-5
新加坡商瑞銀,3268,4
台新-台中,3268,-5
元大-中壢,3268,2
富邦-景美,3268,-3
兆豐-高雄,3268,2
元富-城中,3268,-1
中國信託-嘉義,3268,2
元富-古亭,3268,-1
玉山-台南,3268,2
新光-台南,3268,-1
元大-永和,3268,2
凱基-台中,3268,-1
玉山-高雄,3268,1
富邦-新竹,3268,-1
臺銀-鳳山,3268,1
元大-路竹,3268,-1
玉山-左營,3268,1
第一金-路竹,3268,1
台灣企銀-民雄,3268,1
凱基-站前,3272,159
富邦-台北,3272,-102
凱基-台北,3272,38
華南永昌,3272,-93
玉山-景美,3272,19
美商高盛,3272,-75
元大-崇德,3272,17
永豐金-羅東,3272,-49
元大-莒光,3272,15
港商野村,3272,-48
元大-華山,3272,15
富邦-仁愛,3272,-41
國泰-桃園,3272,13
元大-龍潭,3272,-33
華南永昌-淡水,3272,12
國票-敦北法人,3272,-30
永豐金-天母,3272,12
凱基-內湖,3272,-23
台灣企銀,3272,11
臺銀-臺南,3272,-20
元大-前金,3272,11
凱基-三重,3272,-19
合庫-鳳山,3272,10
華南永昌-長虹,3272,-19
第一金-安和,3272,10
元大-中和,3272,-19
元富-花蓮,3272,10
元大-中壢,3272,-19
聯邦-忠孝,3272,10
元大-博愛,3272,-12
元大-台南,3276,9
統一-金門,3276,-5
國泰-敦南,3276,5
富邦-頭份,3276,-5
高橋,3276,2
合庫-高雄,3276,-4
凱基-板橋,3276,2
富邦-高雄,3276,-3
元大-金門,3276,2
亞東-台南,3276,-2
元大-東港,3276,1
凱基-八德,3276,-2
新光-新竹,3276,1
凱基-永康,3276,-1
華南永昌-苗栗,3276,1
華南永昌-林口,3276,-1
富邦-和美,3276,1
富邦-西壢,3276,-1
元大-汐止,3276,1
永豐金-古亭,3276,-1
元大-博愛,3276,0
富邦-台北,3276,0
永豐金-市政,3276,0
玉山-數位,3276,0
國泰-新莊,3276,0
玉山-桃園,3284,7
凱基-台北,3284,-8
群益金鼎-竹南,3284,4
新光,3284,-3
玉山-台南,3284,3
國泰-敦南,3284,-3
群益金鼎-永和,3284,2
日進,3284,-2
大昌-安康,3284,1
中國信託,3284,-1
富邦-內湖,3284,1
台新-屏東,3284,-1
富邦-雙和,3284,1
元大-板橋三民,3284,-1
元大-大里,3284,0
玉山-景美,3284,0
永豐金-市政,3284,0
永豐金-中盛,3285,9
臺銀-臺南,3285,-7
永豐金-南京,3285,2
亞東-新竹,3285,-4
永豐金-忠孝,3285,1
凱基-台南,3285,-2
福勝,3285,1
元大-莒光,3285,-1
臺銀-鳳山,3285,1
元大-西屯,3285,-1
永豐金-竹北,3285,1
群益金鼎-館前,3285,0
永豐金-板盛,3285,0
玉山證券,3285,0
國泰-敦南,3285,0
華南永昌-新莊,3285,0
富邦-宜蘭,3285,0
北城證券,3287,13
元大-敦南,3287,-10
台新-松江,3287,10
富邦-復興,3287,-9
兆豐-忠孝,3287,5
聯邦-忠孝,3287,-8
亞東-新竹,3287,5
富邦-新竹,3287,-7
亞東,3287,5
元大-台中中港,3287,-7
國泰-桃園,3287,5
凱基-永華,3287,-3
華南永昌-豐原,3287,5
元大-斗六,3287,-3
元大-淡水,3287,5
元大-大統,3287,-3
大昌-新店,3287,3
元富-屏東,3287,-2
國票-中和,3287,3
國泰-高雄,3287,-2
富邦-新板,3287,3
凱基-台北,3287,-2
國泰-敦南,3287,2
富邦-八德,3287,-2
凱基-中港,3287,2
元大-鳳中,3287,-2
元大-大甲,3287,2
永豐金證券,3287,-2
統一-三重,3287,1
國票證券,3287,-1
永豐金-市政,3288,0
玉山證券,3288,0
國泰-高雄,3288,0
華南永昌-台中,3288,0
凱基-信義,3288,0
元大-楊梅,3288,0
元大-復北,3288,0
國票證券,3288,0
華南永昌-新莊,3288,0
永豐金-中盛,3288,0
摩根大通,3289,641
台灣摩根士丹利,3289,-1064
永豐金證券,3289,501
美林,3289,-337
凱基-台北,3289,425
元大-樹林,3289,-170
兆豐證券,3289,282
新加坡商瑞銀,3289,-170
台新證券,3289,250
美商高盛,3289,-155
華南永昌,3289,214
中國信託,3289,-97
凱基-復興,3289,193
元大-府城,3289,-82
凱基-信義,3289,147
國泰-敦南,3289,-53
元大-城東,3289,122
凱基-嘉義,3289,-50
大昌-樹林,3289,109
元大-斗六,3289,-47
統一-三重,3289,101
臺銀-臺中,3289,-46
國票-敦北法人,3289,74
國票-長城,3289,-44
華南永昌-南京,3289,67
華南永昌-朴子,3289,-41
康和,3289,60
元大-草屯,3289,-38
富邦證券,3289,54
群益金鼎-高雄,3289,-37
元大-北屯,3290,72
國票-安和,3290,-527
國泰-敦南,3290,69
美商高盛,3290,-222
富邦-台北,3290,53
統一,3290,-185
元大-木柵,3290,53
摩根大通,3290,-129
永豐金-竹北,3290,48
兆豐證券,3290,-116
康和-延平,3290,42
新加坡商瑞銀,3290,-110
新光,3290,40
凱基-台北,3290,-96
永豐金-內湖,3290,37
凱基-板橋,3290,-85
國泰-台中,3290,37
美林,3290,-81
國泰-忠孝,3290,36
康和,3290,-56
群益金鼎-永和,3290,30
中國信託-三重,3290,-38
國泰-桃園,3290,28
台新-台中,3290,-37
永豐金-萬盛,3290,25
永豐金-苓雅,3290,-32
新光-高雄,3290,21
統一-南京,3290,-28
第一金-新竹,3290,20
凱基-竹科,3290,-26
摩根大通,3293,182
台灣摩根士丹利,3293,-114
美林,3293,71
凱基-台北,3293,-92
元大-花蓮,3293,42
合庫-自強,3293,-47
台灣匯立證券,3293,29
國泰-敦南,3293,-13
港商野村,3293,28
元大-桃園,3293,-11
美商高盛,3293,24
新光,3293,-9
合庫證券,3293,23
康和,3293,-9
台新-左楠,3293,20
新光-台中,3293,-9
凱基,3293,18
凱基-站前,3293,-7
富邦證券,3293,11
富邦-文化,3293,-6
統一,3293,11
永豐金-員林,3293,-6
新加坡商瑞銀,3293,10
國泰-高雄,3293,-6
凱基-中山,3293,10
高橋,3293,-5
元富-緯城,3293,8
富邦-竹北,3293,-5
元富,3293,8
國泰-新莊,3293,-5
永豐金-嘉義,3294,29
元大-天母,3294,-61
凱基-台北,3294,19
富邦-北港,3294,-60
元富-高雄,3294,15
大昌-新竹,3294,-32
國泰-敦南,3294,13
玉山-新竹,3294,-30
元大-鳳中,3294,11
富邦-永康,3294,-25
兆豐-寶成,3294,10
元大-基隆,3294,-15
國票-台南,3294,10
凱基-三重,3294,-10
元大-萬華,3294,10
凱基-羅東,3294,-10
第一金-桃園,3294,8
美商高盛,3294,-8
永豐金-博愛,3294,8
華南永昌-麻豆,3294,-8
永豐金-桃園,3294,8
統一,3294,-7
兆豐-北高雄,3294,7
元大-北港,3294,-5
新光-台中,3294,7
台中銀-豐原,3294,-4
福勝,3294,6
國票-中正,3294,-4
國票-南崁,3294,6
玉山-高雄,3294,-4
兆豐-永和,3297,28
凱基-雙和,3297,-50
新加坡商瑞銀,3297,20
新光,3297,-28
元大-斗六,3297,20
第一金-自由,3297,-4
凱基-台北,3297,13
土銀-嘉義,3297,-4
中國信託-嘉義,3297,11
合庫-三重,3297,-3
元富-中壢,3297,5
統一-新營,3297,-3
國票-敦北法人,3297,5
元大-北屯,3297,-3
富邦-園區,3297,4
元大-城東,3297,-2
元大-金門,3297,3
兆豐-大安,3297,-2
華南永昌-高雄,3297,2
國泰-敦南,3297,-2
富邦-嘉義,3297,2
元大-西屯,3297,-2
臺銀-臺中,3297,1
元大-太平,3297,-2
元富-城東,3297,1
國泰-台中,3297,-2
北城證券,3297,1
第一金-路竹,3297,-1
台新-台中,3297,1
合庫-台中,3297,-1
華南永昌-台南,3303,40
臺銀-鳳山,3303,-16
元富-桃園,3303,13
合庫-台南,3303,-16
群益金鼎-台南,3303,11
國票-南科,3303,-15
元大-板橋三民,3303,10
兆豐-桃園,3303,-14
兆豐證券,3303,5
凱基-台北,3303,-13
元大-佳里,3303,5
永豐金-桃園,3303,-6
元大-小港,3303,4
元大-大灣,3303,-5
永豐金-新店,3303,4
元大-金華,3303,-5
元富-安南,3303,3
永豐金-台南,3303,-5
元大-淡水,3303,3
永豐金-板新,3303,-4
永全證券,3303,2
永豐金-市政,3303,-3
元富-大昌,3303,2
第一金-中壢,3303,-2
富邦-內湖,3303,2
第一金-嘉義,3303,-2
元大-新竹,3303,2
元富-中原,3303,-2
元大-大雅,3303,2
兆豐-忠孝,3303,-2
凱基-興隆,3306,15
群益金鼎-新店,3306,-15
玉山-台南,3306,11
群益金鼎-中壢,3306,-12
元富-屏東,3306,10
元富-城東,3306,-10
台新證券,3306,10
元富-埔里,3306,-10
國泰-館前,3306,10
台中銀-台北,3306,-10
元大-草屯,3306,10
華南永昌,3306,-10
第一金-新興,3306,8
華南永昌-長虹,3306,-10
國泰-敦南,3306,8
元大-六合,3306,-10
凱基-汐止,3306,8
玉山證券,3306,-8
富邦-屏東,3306,7
元富-文心,3306,-7
元大-彰化,3306,7
國票-北高雄,3306,-7
台新-屏東,3306,6
統一-員林,3306,-6
凱基-台中,3306,6
凱基-台北,3306,-6
合庫-三重,3306,5
高橋-龍潭,3306,-5
合庫-台南,3306,5
富邦-板橋,3306,-5
統一,3310,63
富邦-南京,3310,-40
摩根大通,3310,10
凱基-台北,3310,-17
港商野村,3310,7
中國信託-三重,3310,-8
國票-安和,3310,5
臺銀-民權,3310,-7
兆豐-南門,3310,4
元大-文心興安,3310,-5
台新-建北,3310,4
永豐金-中正,3310,-5
國泰-敦南,3310,3
(牛牛牛)亞-網路,3310,-3
第一金-華江,3310,3
兆豐-高雄,3310,-3
中國信託-高雄,3310,2
元大-基隆孝二,3310,-3
台新證券,3310,2
高橋,3310,-2
群益金鼎-三重,3310,2
臺銀-臺中,3310,-2
群益金鼎-高雄,3310,2
群益金鼎-大安,3310,-2
群益金鼎-板橋,3310,2
群益金鼎-新莊,3310,-2
美林,3310,1
凱基-宜蘭,3310,-2
臺銀-金山,3310,1
富邦-木柵,3310,-2
永豐金-中壢,3313,19
統一-內湖,3313,-21
永全-八德,3313,15
土銀-士林,3313,-15
凱基-台中,3313,7
統一-土城,3313,-7
富邦-員林,3313,5
富邦-北高雄,3313,-6
元大-大益,3313,5
新光,3313,-5
群益金鼎-永和,3313,4
玉山-大里,3313,-3
華南永昌-中正,3313,4
元富-成功,3313,-3
新加坡商瑞銀,3313,3
宏遠證券,3313,-3
新光-桃園,3313,3
華南永昌-高雄,3313,-3
凱基-信義,3313,3
兆豐-忠孝,3313,-2
元大-南屯,3313,3
玉山-高雄,3313,-2
國泰-敦南,3313,3
凱基-土城,3313,-2
富邦-景美,3313,2
凱基-台北,3313,-2
富邦-台中,3313,2
元大-潮州,3313,-2
永豐金-鳳山,3313,2
華南永昌-內壢,3313,-2
台新-松江,3317,156
國票-新莊,3317,-86
兆豐-三民,3317,35
元大-太平,3317,-62
富邦-台中,3317,31
富邦-新莊,3317,-60
國泰-敦南,3317,24
港商野村,3317,-48
永豐金-忠孝,3317,23
摩根大通,3317,-42
富邦-北桃園,3317,21
元大-南海,3317,-40
康和-台中,3317,16
凱基-台北,3317,-39
元富-屏東,3317,14
新加坡商瑞銀,3317,-30
元大證券,3317,14
元富-三重,3317,-30
台灣摩根士丹利,3317,13
群益金鼎,3317,-26
第一金-員林,3317,13
永豐金-南京,3317,-25
元富-文心,3317,12
美商高盛,3317,-22
富邦-永和,3317,12
美林,3317,-18
永豐金-鳳山,3317,12
富邦-新竹,3317,-18
元富-板橋,3317,11
元大-土城學府,3317,-18
凱基-台北,3322,182
永豐金-忠孝,3322,-83
摩根大通,3322,82
元大-內湖,3322,-71
凱基-市政,3322,45
凱基-台中,3322,-52
新光-台南,3322,41
元大-城東,3322,-43
新加坡商瑞銀,3322,32
國票-敦北法人,3322,-38
元大-博愛,3322,32
台新-松江,3322,-30
美林,3322,27
元大-大同,3322,-23
第一金-澎湖,3322,21
富邦-台北,3322,-22
安泰-楠梓,3322,20
元富-大昌,3322,-20
華南永昌-豐原,3322,20
兆豐-民生,3322,-20
富邦-新板,3322,20
統一,3322,-18
元大-中和,3322,19
群益金鼎-鳳山,3322,-18
凱基-永和,3322,15
兆豐-新營,3322,-15
港商野村,3322,12
富邦-園區,3322,-15
宏遠-台南,3322,11
美商高盛,3322,-13
華南永昌-豐原,3323,50
摩根大通,3323,-105
永全證券,3323,32
凱基-台北,3323,-96
統一-竹南,3323,30
元大-忠孝,3323,-92
高橋-龍潭,3323,25
國泰證券,3323,-54
美好-中壢,3323,22
群益金鼎-丹鳳,3323,-47
元富,3323,21
美林,3323,-40
統一-新竹,3323,19
玉山-新莊,3323,-40
富邦-台北,3323,18
永豐金-屏東,3323,-39
元大-大益,3323,16
元大-淡水,3323,-33
華南永昌,3323,15
華南永昌-台中,3323,-28
元大-龍潭,3323,14
港商野村,3323,-26
統一-桃園,3323,14
新加坡商瑞銀,3323,-25
大昌-新店,3323,13
玉山-士林,3323,-25
富邦-木柵,3323,12
凱基-和平,3323,-21
永豐金-松山,3323,12
凱基-台南,3323,-20
統一,3324,256
美商高盛,3324,-149
元大-信義,3324,161
新光,3324,-84
元富,3324,107
元大-大雅,3324,-81
摩根大通,3324,104
美林,3324,-73
富邦-景美,3324,100
元大證券,3324,-66
統一-南京,3324,75
台灣摩根士丹利,3324,-59
群益金鼎-南京,3324,67
國票-敦北法人,3324,-56
第一金,3324,48
美好,3324,-50
永豐金-台南,3324,47
國票證券,3324,-48
富邦-復興,3324,40
兆豐證券,3324,-47
新加坡商瑞銀,3324,33
統一-仁愛,3324,-46
華南永昌,3324,32
統一-士林,3324,-41
富邦-建國,3324,21
第一金-大稻埕,3324,-40
群益金鼎-西松,3324,20
華南永昌-竹北,3324,-31
兆豐-台中港,3324,20
元大-太平,3324,-27
元大-大同,3325,58
凱基-和平,3325,-65
富邦-嘉義,3325,21
元富-中壢,3325,-55
富邦-建國,3325,20
富邦-二林,3325,-28
元大-新店中正,3325,20
富邦-左營,3325,-28
永豐金-新莊,3325,20
元大-東蘆,3325,-21
玉山-城中,3325,17
福邦證券,3325,-20
永豐金證券,3325,16
華南永昌,3325,-20
元富-虎尾,3325,15
合庫-基隆,3325,-16
富邦-中壢,3325,12
新光,3325,-15
元富-屏東,3325,11
凱基-台北,3325,-13
統一-城中,3325,11
凱基-中壢,3325,-12
國泰-新莊,3325,10
華南永昌-朴子,3325,-10
臺銀-高雄,3325,10
國泰-敦南,3325,-10
永豐金-忠孝,3325,10
元富-佳里,3325,-8
新光-台南,3325,10
新加坡商瑞銀,3325,-7
元大-豐原站前,3332,10
永豐金-永康,3332,-4
元大證券,3332,3
凱基-站前,3332,-3
元大-新店中正,3332,3
元大-鹿港,3332,-3
富邦-景美,3332,2
凱基-市政,3332,-2
凱基-復興,3332,2
凱基-內埔,3332,-2
凱基-台南,3332,1
富邦-台北,3332,-2
兆豐-桃園,3332,1
永豐金-員林,3332,-2
聯邦-嘉義,3332,1
華南永昌-大安,3332,-1
元大-高雄,3332,1
兆豐-大同,3332,-1
大展,3332,0
群益金鼎-南京,3332,-1
元大-天母,3339,16
元富-文心,3339,-25
元富,3339,10
富邦-頭份,3339,-16
福勝,3339,10
國泰-館前,3339,-11
致和證券,3339,10
國票-北高雄,3339,-10
永豐金-竹科,3339,9
永豐金-板盛,3339,-5
統一-土城,3339,8
國票-中正,3339,-4
元大-東港,3339,5
德信-中正,3339,-3
日茂-南投,3339,4
新光-桃園,3339,-3
元大-北府,3339,4
元大-清水,3339,-3
亞東,3339,3
元大-西門,3339,-3
新光-台中,3339,3
元富-高雄,3339,-2
凱基-天母,3339,3
凱基-桃園,3339,-2
