person_id:ID,name,:LABEL
c31515e3a038d479a33de677a4ed58e4,吳顯揚,Person
ba0f391261644daf384f342000774489,賴麗姿,Person
af2a0cc55fd2b6ec5885af504b3e53e6,高正尚,Person
336f1f755f036c49e46b92ecc67af644,陳彥廷,Person
5fdd33758967ae15edbaede747e151cf,陳添裕,Person
7d293bf70e16fabfc31d4b080f57d2cb,李定壯,Person
12c7b5c76418b5ce1ba746adb5cbe803,趙堅勝,Person
7f42a92a58416e970c1556c5ed9aea0d,劉立三,Person
f404207615dec58454ba0e5ddf9b6dd6,林才翔,Person
b450f8fc2b37ef5e607127140aa139ff,譚小廣,Person
7c29e605cd8a2d5b5ab6a3b91438ba20,臺灣銀行(股)-王文杰,Person
3f6eb05ba89939dcdd85da6b10f5539b,莊錫欽,Person
b4d3b4ba189d5babb7712b5eb1c5bdd8,吳嘉昭,Person
b6cbfb53d8084e7690bec25142357ccf,洪啟恭,Person
87ec48509ae9dce8c6cdd8367b293411,張小倩,Person
697d3ad7975fa17f65f5db992a7abe48,亮點投資(股)-李秉傑,Person
512be766c883643b48548b7e17c8d8db,李克敬,Person
41c0986771fd3219c3264546559c69dc,莊桂青,Person
29e447bfa29bc1d4a237f461c851dd84,洪家政,Person
d18d023b80a8d903cf60420d19e64a03,SECOM 株式會(股)-佐藤貞宏,Person
0071672dc80f92ca8303ac86d4b74e4b,陳瑞穗,Person
3ffe5c27ee4ca805ac17320fea32072c,新光醫療財團法人-王博義,Person
24e3fc1a330782941aa173ea35824116,穩盈投資(股)-張建陽,Person
c255bad3fdd1d87082a826021e1f0770,林瑜勛,Person
9df46fdd7190bb813e3a2ddcb64c7518,尚擎投資(有)-潘彥呈,Person
eff409c8884cd7753ec2bdf80a4cff02,陳育成,Person
a2b94c79c0516049843539fdad6d4da7,蘇祈澤,Person
610de2ff067df2ff71972ee46b25dd9e,周建福,Person
0d4272b120703fcf57d0f42961b46506,黃永堅,Person
5137c3b34f603395301a5542d23d1a18,焦佑麒,Person
c4727b2510e815d7b4980ad5151467fd,楊家玉,Person
78ce28ff582c4d909d228541f771a4d0,楊文政,Person
ab8acdec2f3a60b8ca4ccfeeb3256169,洪進富,Person
e98ab1fd5906a969404e91fc9c1d794d,吳蕙文,Person
f2400ae30a3a404a60c10a2d46cd5c4f,葉寅夫,Person
cbe567cc3ddc46b19763d127ea22a2c8,高青開發(股)-洪醒,Person
23c9711d35d118bfa3e891bb3279a432,許克瀛,Person
15128dc0deb6386e38454a78e215e5cf,李浩輝,Person
77c01ca59224ebdaad5569e1c374ace8,許憶萍,Person
f8d8c415e8fc73013140c448e08e9671,陳君滿,Person
50e016ed8328bf6fd6bcfabb26e56817,陳冠瑋,Person
c9bb38a6ef5b1ceaba63d924388a28b7,乾坤管理顧問(股)-黃士軒,Person
e1a9c039a628047d0a6ed8ae34ec4549,陳奕宏,Person
999858116692814659ffa809b256bd73,松澤國際投資股份-陳淑姿,Person
38a643e5abd613be7e7a034a4e86d21a,台灣福雷電子(股),Person
3ad743718f817bc655a27b63db7f3fca,呂理達,Person
92019c031e32fb44294bb8b8c2a5ffbb,生達化學製藥(股)-范進財,Person
d9eea2fcde44ff53e0860bab6226a27f,今亞中投資(股)-張清義,Person
01ac471f28b81c1ca361eb9f694180c2,美樂投資企業股份-李維新,Person
226ceb1d9699f4cc9c2e87c2a242de32,葉上葆,Person
6e4b3c54f22e93ade0fd52e4f2eb5d7b,錢姵如,Person
d6469566fccbcffa0b71c1203af3764a,徐興源,Person
fc6e5770a6ee458f54c11c550d39e13a,戴侃輝,Person
a17101c47029dc2c51f2af032217abc0,廖健智,Person
63ec6ab7d04201f478a51d3b62b5c5b0,吳麥,Person
5151edcc6b5f0a0fce41613468e06d61,林昌水,Person
7089734d20dc454c223ca08b8649edd4,李瑞彬,Person
6add512c2fa149edc153accabea1dccc,柏森投資(股),Person
