:START_ID,jobs,stock_num:int,:END_ID,:TYPE
84940b6029a0dd8f98a9862269970183,獨立董事,0,1795,employ_of
b784f53935ee239619afe693a2f829cf,獨立董事,7,1795,employ_of
e504438f1bf2044dd08109126acfa60d,獨立董事,0,1795,employ_of
daadb545a575bb35bd5185ac55f14f01,董事兼總經理,134064,1795,employ_of
38c5d347288968600de5754441ddd3ef,董事長,134064,1795,employ_of
6fb09057e4b7a46b8c9f08281da97d8e,董事,134064,1795,employ_of
b499cc00d2f00583de2e4f864cc7a118,董事,134064,1795,employ_of
032628b10c20dab903966f05acd0fbb2,董事,134064,1795,employ_of
ebe7db1fa4596a188bd5ca45de5f13bd,董事,134064,1795,employ_of
e048737e425d297f22d6f8d15d38e7df,董事,134064,1795,employ_of
8fd62c200d9f008a6b707dab79c05123,董事,134064,1795,employ_of
a7c613c8da620f2c76dd231209eaf478,副總經理/財會主管,8,1795,employ_of
091606a582ca46216d6baa9fd21e932c,副總經理,4,1795,employ_of
28264db8533a39b126f2222125b25985,副總經理,5,1795,employ_of
601b1d281432a8e38a9762a9050ace39,副總經理,0,1795,employ_of
92de1cd026942ffa94cb45c04dd7713f,副總經理,0,1795,employ_of
0eccf65af8308fc772d6d756045dc6ae,副總經理,0,1795,employ_of
d91f607c8cb6545f096d7d53aa075809,副總經理,0,1795,employ_of
1a12c24bf4068d7cd69cf436a4bc97ab,其他,9,1795,employ_of
d6dd89dbf5f9793f1003fe2d6d93d669,獨立董事,0,1796,employ_of
8bb4ed05a5008af97c8470862006eb21,獨立董事,0,1796,employ_of
56f5e29bc1e192ce895dfcfe0b7f4085,獨立董事,0,1796,employ_of
30d1a5c20dcd25cccc3d8897c648e818,董事兼總經理,478,1796,employ_of
51950650ca1ae4be5b4cb96461da7fd4,董事長,1573,1796,employ_of
16e52440195c6171d0dfa357788b09ea,董事,849,1796,employ_of
81df6854d6c1c51e53b3f5aa533d1812,董事,12000,1796,employ_of
30e95a143221f42bd151df54ee7503c7,董事,12000,1796,employ_of
0f49381244d5f2d4e7a04be27d00daab,董事,2145,1796,employ_of
3b6df5aa1712b5faf439df98289c38aa,副總經理,1092,1796,employ_of
0377f47189b27f19b854f5a8b0d595ce,財會主管,128,1796,employ_of
8ad1739f3662453bdf4c85dd1c868add,法人代表,341,1796,employ_of
033e39699e0374c02798681a23037520,總經理,105,1799,employ_of
439789430930cf31f1bb1c837be53b0e,獨立董事,0,1799,employ_of
cd2fa0c36373a54c678775d0470eebd7,獨立董事,7,1799,employ_of
aadd76fe950d7d3ddf682beab148ed9c,獨立董事,70,1799,employ_of
a0fc086cb55dde51ff9fc169c74d8bd9,董事兼總經理,4053,1799,employ_of
b784f53935ee239619afe693a2f829cf,董事長,2802,1799,employ_of
60155e3788747da706f43f8ff7635730,董事,1112,1799,employ_of
5f48fe79e3700c9bcd30be21a4e2abdd,董事,1847,1799,employ_of
9f30bce417e6e27e3a11a838756fd98a,董事,26695,1799,employ_of
8b457e27110289e1e91bfb8dc46b4e73,董事,26695,1799,employ_of
