dealer_id:ID,name,:LABEL
b95cf27d7474524da7bd472712443bc6,福邦-新竹,Dealer
a3d3b9f16fe26efa20252ad653b3d8a3,元大-忠孝,Dealer
65ca98e808eb80a38fc695cdd0890322,台新-台南,Dealer
b6318d1daf5be4a186d726aa40f1544b,元大-潮州,Dealer
d6dbe5ea963c745d3cf8b893b0814fb4,華南永昌-林口,Dealer
f57de1a2b75d67355e4b06c364e5b19b,元大-苑裡,Dealer
9f737043c02e006107a00adc0558a7ca,安泰,Dealer
cb6fdda7056719317dc578bd1f2107fc,永全-八德,Dealer
2e037af91256bc4e9bb4db483d02f57f,兆豐-桃鶯,Dealer
3d7b27e8249795622bef4a69ed87b31a,台灣企銀-台中,Dealer
9870047e24fd1025df33af5dc8dfac5f,元富-同大,Dealer
66fd17df30cee06abd848b25224f9080,康和,Dealer
28131b593cea46946307844f116e355a,元大-府城,Dealer
bc8ea328e97846c698459191f09e7571,凱基-新豐,Dealer
fa1362d8c9e4b4980f92a935f5068796,國票-博愛,Dealer
8cc56d39bc7ff15fd03a308e86460194,宏遠-台南,Dealer
78c2bd324628fac9f8c9d8b8ff612d70,光和-高雄,Dealer
8ebcb429f9f2079928580a08ab908036,元大-大安,Dealer
45d05eebffad5fd0e3360337732dec69,群益金鼎-高雄,Dealer
6ab22720a0912620d56e54ece7bde3e3,兆豐-竹北,Dealer
afdd35c91bc732fc468d1264f9c721fe,兆豐-台中港,Dealer
1f296484ec876e0afad21782608c6ca0,台灣匯立證券,Dealer
b95e0e18dfc8adfc376a518585bee3cb,元富-新興,Dealer
da956784b9d2f0f4c097cbaa6ba032df,群益金鼎-東湖,Dealer
50d52e4ee444a0a0344b905b68edc52d,統一-三多,Dealer
41952de17f0c0c95d97e24193d0c3835,北城證券,Dealer
65140f0e7f9bbc287ca6b4ab28cb3b9b,日盛-景美,Dealer
fd032a4656cfee9f340f667614ae3bcd,凱基-東港,Dealer
f99797debae92af0c8865824f4845f4b,兆豐-虎尾,Dealer
98e5e8a3719b63b74b8d3e303fa90690,日盛-園區,Dealer
6de4a93a08fb0cce47e0678a0ddd18e1,富邦-北港,Dealer
2b73f86982345f9fb6676999428f234c,群益金鼎-中壢,Dealer
0cae974f7276e23d953390b15f3a5f9b,富邦-仁愛,Dealer
5b8b568dbff679d311a87b992388045f,永豐金-天母,Dealer
3408223c7b5c5a4eaeb82e2d8c465504,華南永昌-潮州,Dealer
3c7d3a5414783128c79d4759d721fed1,台新-左楠,Dealer
1d24f15f5b0e584a35247c2f31cb7330,土銀-白河,Dealer
3827482e4be3308c3291d213ada7161e,元富-民權,Dealer
e5291a2e2d4a3af76b6955c99323ca74,第一金-大稻埕,Dealer
21199333478512221db4d68b7d1bda51,元大-大同,Dealer
103e8e5efc227ac515454e7c45381e5b,第一金-台中,Dealer
b7f3b1772324f0bdbcdf42f44cd1d1e9,凱基-東門,Dealer
7dc85a1a6a072fa3d146ab1d6640acd1,凱基-大里,Dealer
448a5df290d3aa9a6054bfb26973d56f,華南永昌-民權,Dealer
365dc938ce435f969fecaccdc4095d0c,元大-新營,Dealer
a148ccc97b299239ffc29ccd17961656,永豐金-北高雄,Dealer
d8c7427ab8d5f62db57784038326f616,統一-員林,Dealer
8b8ac924d862811b5cc17db71a609489,中國信託-中壢,Dealer
62ca02665377c2a0b117a066e1cfdd69,富邦-陽明,Dealer
f56a151a59c3caf92795f71b2d252f58,富邦-新店,Dealer
3ba6361a5ed8b02ba5f5554f75b64418,元大-淡水,Dealer
1f2b8f73ff73b31617c94a23f190c3b8,富邦-台北,Dealer
cb21e31882f0f24619ff7b6af9ddc90e,港商法國興業,Dealer
